"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Publisher","Document Type","Publication Stage","Open Access","Source","EID"
"Hosseini, S.M.; Rezaei, R.","Hosseini, Seyed Mahmood (25321122900); Rezaei, Rohollah (35741625000)","25321122900; 35741625000","Factors affecting the perceptions of iranian agricultural researchers towards nanotechnology","2011","Public Understanding of Science","20","4","","513","524","6","10.1177/0963662509348455","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959966642&doi=10.1177%2F0963662509348455&partnerID=40&md5=3f6516462279e36cf92d8b5babdba2f4","","Article","Final","","Scopus","2-s2.0-79959966642"
"Chen, M.-F.","Chen, Mei Fiang (57129136700)","57129136700","The gender gap in food choice motives as determinants of consumers' attitudes toward GM foods in Taiwan","2011","British Food Journal","113","6","","697","709","34","10.1108/00070701111140052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79958724999&doi=10.1108%2F00070701111140052&partnerID=40&md5=4fbf509e934ede15d5a35d752bc1003f","","Article","Final","","Scopus","2-s2.0-79958724999"
"Russell, A.W.; Vanclay, F.M.; Salisbury, J.G.; Aslin, H.J.","Russell, A. Wendy (14123877200); Vanclay, Frank M. (6603853301); Salisbury, Janet G. (35892689400); Aslin, Heather J. (36026698300)","14123877200; 6603853301; 35892689400; 36026698300","Technology assessment in Australia: The case for a formal agency to improve advice to policy makers","2011","Policy Sciences","44","2","","157","177","11","10.1007/s11077-010-9120-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956111454&doi=10.1007%2Fs11077-010-9120-4&partnerID=40&md5=325f42288e0c990c611bad1375c8a365","","Review","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-79956111454"
"Cacciatore, M.A.; Scheufele, D.A.; Corley, E.A.","Cacciatore, Michael A. (38060954100); Scheufele, Dietram A. (7003882091); Corley, Elizabeth A. (7003914850)","38060954100; 7003882091; 7003914850","From enabling technology to applications: The evolution of risk perceptions about nanotechnology","2011","Public Understanding of Science","20","3","","385","404","104","10.1177/0963662509347815","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956338425&doi=10.1177%2F0963662509347815&partnerID=40&md5=247ae9d1a3e1ec8c89f93000d3d77b6f","","Article","Final","","Scopus","2-s2.0-79956338425"
"Bognar, M.J.","Bognar, M. Julia (57208917949)","57208917949","Explaining the diverging regulatory approaches to risk regulation between Canada and the EU: The case of genetically modified food labeling","2011","","","","","180","200","1","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84920623703&partnerID=40&md5=8d8cf0aad9c020ee01e76b0de883c263","Taylor and Francis","Book chapter","Final","","Scopus","2-s2.0-84920623703"
"Cobb, M.D.","Cobb, Michael D. (10042654800)","10042654800","Creating informed public opinion: Citizen deliberation about nanotechnologies for human enhancements","2011","Journal of Nanoparticle Research","13","4","","1533","1548","41","10.1007/s11051-011-0227-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79956089596&doi=10.1007%2Fs11051-011-0227-0&partnerID=40&md5=760768fa606246d695405e483a7174a2","","Review","Final","","Scopus","2-s2.0-79956089596"
"Vandermoere, F.; Blanchemanche, S.; Bieberstein, A.; Marette, S.; Roosen, J.","Vandermoere, Frédéric (24073786800); Blanchemanche, Sandrine (16070075600); Bieberstein, Andrea (35182414000); Marette, Stephan (6505914903); Roosen, Jutta (55418871000)","24073786800; 16070075600; 35182414000; 6505914903; 55418871000","The public understanding of nanotechnology in the food domain: The hidden role of views on science, technology, and nature","2011","Public Understanding of Science","20","2","","195","206","89","10.1177/0963662509350139","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79954527103&doi=10.1177%2F0963662509350139&partnerID=40&md5=021a4cd66941def5b64a09d6fd7f4546","","Article","Final","","Scopus","2-s2.0-79954527103"
"Druckman, J.N.","Druckman, James N. (6603696960)","6603696960","How scientific evidence links attitudes to behaviors","2011","","","","","84","102","3","10.1017/CBO9780511988554.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925604823&doi=10.1017%2FCBO9780511988554.006&partnerID=40&md5=d4c63ed331d6e145f73634c1489bd72c","Cambridge University Press","Book chapter","Final","","Scopus","2-s2.0-84925604823"
"Golan, E.; Kuchler, F.","Golan, Elise (6603923405); Kuchler, Fred R. (6603088886)","6603923405; 6603088886","The effect of GM labeling regime on market outcomes","2011","Frontiers of Economics and Globalization","10","","","263","281","1","10.1108/S1574-8715(2011)0000010016","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896514342&doi=10.1108%2FS1574-8715%282011%290000010016&partnerID=40&md5=7451f8fb3cd705c03dced90e705096b4","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","Article","Final","","Scopus","2-s2.0-84896514342"
"Lusk, J.L.","Lusk, Jayson L. (7004997535)","7004997535","Consumer preferences for genetically modified food","2011","Frontiers of Economics and Globalization","10","","","243","262","21","10.1108/S1574-8715(2011)0000010015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84896503205&doi=10.1108%2FS1574-8715%282011%290000010015&partnerID=40&md5=ed6b202695323bb9e92d320f28c0ced9","Emerald Group Publishing Ltd. Howard House Wagon Lane, Bingley BD16 1WA","Article","Final","","Scopus","2-s2.0-84896503205"
"Vanderschuren, H.; Heinzmann, D.; Faso, C.; Stupak, M.; Arğa, K.Y.; Hoerzer, H.; Laizet, Y.; Leduchowska, P.; Silva, N.; Šimková, K.","Vanderschuren, Hervé (57203571523); Heinzmann, Dominik (24474853500); Faso, Carmen (24076032900); Stupak, Martin (15053754200); Arğa, Kazım Yalçın (6506016742); Hoerzer, Helen (35786135800); Laizet, Yech'an (57199397073); Leduchowska, Paulina (35786200300); Silva, Nádia (57206423820); Šimková, Klára (26538193800)","57203571523; 24474853500; 24076032900; 15053754200; 6506016742; 35786135800; 57199397073; 35786200300; 57206423820; 26538193800","A cross-sectional study of biotechnology awareness and teaching in European high schools","2010","New Biotechnology","27","6","","822","828","7","10.1016/j.nbt.2010.01.338","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78649688225&doi=10.1016%2Fj.nbt.2010.01.338&partnerID=40&md5=0e1cf519b3107e2f8da07c2cd29fd936","","Article","Final","","Scopus","2-s2.0-78649688225"
"Wainwright, J.; Mercer, K.L.","Wainwright, Joel D. (22936160600); Mercer, Kristin L. (13403556800)","22936160600; 13403556800","Transnational transgenes: The political ecology of maize in Mexico","2010","","","","","412","430","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84967355725&partnerID=40&md5=e98182736589ab2f4f73e87ae54fc61c","Taylor and Francis","Book chapter","Final","","Scopus","2-s2.0-84967355725"
"Smyth, S.J.; Endres, A.B.; Redick, T.P.; Kershen, E.L.","Smyth, Stuart J. (7005172560); Endres, A. Bryan (7006808454); Redick, Thomas Parker (36955399800); Kershen, Drew L. (6603500212)","7005172560; 7006808454; 36955399800; 6603500212","Innovation and liability in biotechnology: Transnational and comparative perspectives","2010","","","","","","","12","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85081489051&partnerID=40&md5=64a0914ea401efb0f0edff8f41f4c614","Edward Elgar Publishing Ltd.","Book","Final","","Scopus","2-s2.0-85081489051"
"Martinelli, L.","Martinelli, Lucia (35576233900)","35576233900","Gene transfer: Technical visions and emotional perceptions","2010","","","","","47","70","7","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879510882&partnerID=40&md5=2bc94ec426ceebf0c798fd74314a26b6","Nova Science Publishers, Inc.","Book chapter","Final","","Scopus","2-s2.0-84879510882"
"Swinnen, J.F.M.; Vandemoortele, T.","Swinnen, Johan F.M. (7005519219); Vandemoortele, Thijs (24781351900)","7005519219; 24781351900","Policy gridlock or future change? The political economy dynamics of EU biotechnology regulation","2010","AgBioForum","13","4","","291","296","16","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79851505720&partnerID=40&md5=277ee64a3631c2ed95bb3eeedd663f84","","Article","Final","","Scopus","2-s2.0-79851505720"
"Connor, M.; Siegrist, M.","Connor, Melanie Laurene (36738681400); Siegrist, Michael (7005920737)","36738681400; 7005920737","Factors influencing people's acceptance of gene technology: The role of knowledge, health expectations, naturalness, and social trust","2010","Science Communication","32","4","","514","538","155","10.1177/1075547009358919","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78651063691&doi=10.1177%2F1075547009358919&partnerID=40&md5=a9b18c7e98f513c8bbc07e834953af2f","","Article","Final","","Scopus","2-s2.0-78651063691"
"Urpelainen, J.","Urpelainen, Johannes (34878180900)","34878180900","Regulation under Economic Globalization","2010","International Studies Quarterly","54","4","","1099","1121","34","10.1111/j.1468-2478.2010.00628.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650071737&doi=10.1111%2Fj.1468-2478.2010.00628.x&partnerID=40&md5=e6ee122d0ff4fbe41eeac9cf22de0e86","","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-78650071737"
"Stone, G.D.","Stone, Glenn Davis (7202761376)","7202761376","The anthropology of genetically modified crops","2010","Annual Review of Anthropology","39","","","381","400","73","10.1146/annurev.anthro.012809.105058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77958002351&doi=10.1146%2Fannurev.anthro.012809.105058&partnerID=40&md5=416426c2fbcb229a3f5ac31373e394b3","","Article","Final","","Scopus","2-s2.0-77958002351"
"Walters, R.","Walters, Reece (16835790900)","16835790900","Eco crime and genetically modified food","2010","","","","","1","165","36","10.4324/9780203844151","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917390899&doi=10.4324%2F9780203844151&partnerID=40&md5=a7d3818194a9a2bcec2b87aced3e54eb","Taylor and Francis","Book","Final","","Scopus","2-s2.0-84917390899"
"Christianson, C.A.; Powell, K.P.; Hahn, S.E.; Bartz, D.; Roxbury, T.; Blanton, S.H.; Vance, J.M.; Kunkle, M.; Telfair, J.; Henrich, V.C.","Christianson, Carol A. (7003576342); Powell, Karen Potter (7201862256); Hahn, Susan Estabrooks (37031106300); Bartz, Deborah (59021045500); Roxbury, Tiese (36515432500); Blanton, Susan Halloran (7004956280); Vance, Jeffery M. (7201366505); Kunkle, Brian W. (56690667900); Telfair, Joseph (6701916691); Henrich, Vincent C. (7006403344)","7003576342; 7201862256; 37031106300; 59021045500; 36515432500; 7004956280; 7201366505; 56690667900; 6701916691; 7006403344","Findings from a community education needs assessment to facilitate the integration of genomic medicine into primary care","2010","Genetics in Medicine","12","9","","587","593","18","10.1097/GIM.0b013e3181ed3f97","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77957235572&doi=10.1097%2FGIM.0b013e3181ed3f97&partnerID=40&md5=36bde0650ab210d482c1307f452867b4","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-77957235572"
"Jonassaint, C.R.; Santos, E.R.; Glover, C.M.; Payne, P.W.; Fasaye, G.-A.; Oji-Njideka, N.; Hooker, S.; Hernandez, W.; Foster, M.W.; Kittles, R.A.; Royal, C.D.","Jonassaint, Charles R. (16316470300); Santos, Eunice Rebecca (22635295200); Glover, Crystal M. (35208394500); Payne, Perry W. (22135965100); Fasaye, Grace Ann (6503892464); Oji-Njideka, Nefertiti (36105426500); Hooker, Stanley E. (26324021700); Hernandez, Wenndy (22634021000); Foster, Morris W. (7202971239); Kittles, Rick A. (6603870979); Royal, Charmaine D.M. (6603516200)","16316470300; 22635295200; 35208394500; 22135965100; 6503892464; 36105426500; 26324021700; 22634021000; 7202971239; 6603870979; 6603516200","Regional differences in awareness and attitudes regarding genetic testing for disease risk and ancestry","2010","Human Genetics","128","3","","249","260","34","10.1007/s00439-010-0845-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956058683&doi=10.1007%2Fs00439-010-0845-0&partnerID=40&md5=95463b22a72f9e9f4c4b94f9c70ece7e","","Article","Final","All Open Access; Green Accepted Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-77956058683"
"Gardner, G.E.; Jones, M.G.; Taylor, A.; Forrester, J.; Robertson, L.","Gardner, Grant E. (26654625200); Jones, Melissa Gail (58356530500); Taylor, Amy R. (25642220800); Forrester, Jennifer Harris (35772226400); Robertson, Laura E. (36350025300)","26654625200; 58356530500; 25642220800; 35772226400; 36350025300","Students' risk perceptions of nanotechnology applications: Implications for science education","2010","International Journal of Science Education","32","14","","1951","1969","40","10.1080/09500690903331035","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955728693&doi=10.1080%2F09500690903331035&partnerID=40&md5=99f830441aeaa5d7cc573c3367d83437","","Article","Final","","Scopus","2-s2.0-77955728693"
"Siegrist, M.","Siegrist, Michael (7005920737)","7005920737","Predicting the future: Review of public perception studies of nanotechnology","2010","Human and Ecological Risk Assessment","16","4","","837","846","52","10.1080/10807039.2010.501255","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955863043&doi=10.1080%2F10807039.2010.501255&partnerID=40&md5=0da591bbadffc3376f304f345e5604bd","","Article","Final","","Scopus","2-s2.0-77955863043"
"Rubin, G.J.; Potts, H.W.W.; Michie, S.","Rubin, G. James (7201409301); Potts, Henry (12783188400); Michie, Susan F. (7004779970)","7201409301; 12783188400; 7004779970","The impact of communications about swine flu (influenza A HINIv) on public responses to the outbreak: Results from 36 national telephone surveys in the UK","2010","Health Technology Assessment","14","34","","183","266","347","10.3310/hta14340-03","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955150436&doi=10.3310%2Fhta14340-03&partnerID=40&md5=f1632d53963e008137a8b8932ea42dbe","","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-77955150436"
"Trojanowicz, M.; Latoszek, A.; Poboży, E.","Trojanowicz, Marek (7006281555); Latoszek, Anna (36598613600); Poboży, Ewa (57196350415)","7006281555; 36598613600; 57196350415","Analysis of genetically modified food using high-performance separation methods","2010","Analytical Letters","43","10-11","","1653","1679","6","10.1080/00032711003653841","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77954853359&doi=10.1080%2F00032711003653841&partnerID=40&md5=603c83fb6f6a00a73ba6734028e8f865","","Article","Final","","Scopus","2-s2.0-77954853359"
"Smyth, S.J.; Endres, A.B.; Redick, T.P.; Kershen, E.L.","Smyth, Stuart J. (7005172560); Endres, A. Bryan (7006808454); Redick, Thomas Parker (36955399800); Kershen, Drew L. (6603500212)","7005172560; 7006808454; 36955399800; 6603500212","Innovation and Liability in Biotechnology: Transnational and Comparative Perspectives","2010","","","","","1","206","0","10.4337/9781781000687","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85039869084&doi=10.4337%2F9781781000687&partnerID=40&md5=4f74789b31844bc2ea4427a1c47859af","Edward Elgar Publishing Ltd.","Book","Final","","Scopus","2-s2.0-85039869084"
"Hansen, A.","Hansen, Anders (7401928728)","7401928728","Environment, media and communication","2010","","","","","1","235","237","10.4324/9780203860014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917306953&doi=10.4324%2F9780203860014&partnerID=40&md5=e18c71aa3254cca8eed00d75890444de","Routledge Taylor & Francis Group","Book","Final","","Scopus","2-s2.0-84917306953"
"de Steur, H.; Gellynck, X.; Storozhenko, S.; Liqun, G.; Lambert, W.; Van Der Straeten, D.; Viaene, J.","de Steur, Hans D. (57218184122); Gellynck, Xavier (7801685759); Storozhenko, Sergei (6602176882); Liqun, Ge (36059487200); Lambert, Willy E.E.S. (56219494200); Van Der Straeten, Dominique (7004244228); Viaene, Jacques (7003871227)","57218184122; 7801685759; 6602176882; 36059487200; 56219494200; 7004244228; 7003871227","Willingness-to-accept and purchase genetically modified rice with high folate content in Shanxi Province, China","2010","Appetite","54","1","","118","125","112","10.1016/j.appet.2009.09.017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-74849138654&doi=10.1016%2Fj.appet.2009.09.017&partnerID=40&md5=67ed83d61618e077a54b7549a4cd456f","","Article","Final","","Scopus","2-s2.0-74849138654"
"Bourrier, M.","Bourrier, Mathilde S. (6602530422)","6602530422","Applying safety science to genetically modified agriculture","2010","","9781107001473","","","235","267","0","10.1017/CBO9780511976582.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84927070677&doi=10.1017%2FCBO9780511976582.010&partnerID=40&md5=faeb07da65575ed88542c3c298cc2e9d","Cambridge University Press","Book chapter","Final","","Scopus","2-s2.0-84927070677"
"Danielson, P.","Danielson, Peter A. (56153402700)","56153402700","A Collaborative Platform for Experiments in Ethics and Technology","2010","Philosophy of Engineering and Technology","2","","","239","252","6","10.1007/978-90-481-2804-4_20","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84891403753&doi=10.1007%2F978-90-481-2804-4_20&partnerID=40&md5=43cbbab47ba3a507969db1f479804f68","Springer Nature","Book chapter","Final","","Scopus","2-s2.0-84891403753"
"Bonaccorsi, G.; Levi, M.; Bassetti, A.; Sabatini, C.; Comodo, N.; Lorini, C.","Bonaccorsi, Guglielmo (7004259790); Levi, Miriam (54893035000); Bassetti, Andrea (22940314900); Sabatini, C. (50263083500); Comodo, Nicola (7003977811); Lorini, Chiara (6506661133)","7004259790; 54893035000; 22940314900; 50263083500; 7003977811; 6506661133","Risk perception about GMOs and food choices among adolescents attending secondary schools: A tuscan case","2010","Italian Journal of Food Science","22","3","","264","273","2","","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79953839373&partnerID=40&md5=b776b7f46716d19cebed34674d72497a","Codon Publications","Article","Final","","Scopus","2-s2.0-79953839373"
